county,Democrat,Republican,proportion,democratWin
North Berwick,11.0,0.0,1.0,True
North Yarmouth,13.0,0.0,1.0,True
Northfield,1603.0,838.0,0.6566980745596067,True
Northport,5.0,0.0,1.0,True
Norway,11.0,0.0,1.0,True
Oakfield,2.0,0.0,1.0,True
Oakland,176469.0,182622.0,0.4914325338145484,False
Ogunquit,5.0,0.0,1.0,True
Old Orchrd Bch,28.0,0.0,1.0,True
Old Town,21.0,0.0,1.0,True
Orient,0.0,0.0,,False
Orland,6.0,0.0,1.0,True
Orono,29.0,0.0,1.0,True
Orrington,8.0,0.0,1.0,True
Osborn,0.0,0.0,,False
Otis,280.0,187.0,0.5995717344753747,True
Otisfield,4.0,0.0,1.0,True
Owl's Head,5.0,0.0,1.0,True
Oxbow Plt.,0.0,0.0,,False
Oxford Cty Townships,0.0,0.0,,False
Palermo,3.0,0.0,1.0,True
Palmyra,3.0,0.0,1.0,True
Paris,10.0,0.0,1.0,True
Parkman,2.0,0.0,1.0,True
Parsonsfield,4.0,0.0,1.0,True
Passadumkeag,1.0,0.0,1.0,True
Patten,2.0,0.0,1.0,True
Pembroke,3014.0,2617.0,0.535251287515539,True
Penobscot,5.0,0.0,1.0,True
Penobscot Cty Townships,0.0,0.0,,False
Penobscot Nation Vot Dst,2.0,0.0,1.0,True
Perham,1.0,0.0,1.0,True
Peru,241.0,115.0,0.6769662921348315,True
Phippsburg,6.0,0.0,1.0,True
Piscataquis Cty Townshps,0.0,0.0,,False
Pittsfield,8333.0,2176.0,0.7929393852888,True
Pittston,7.0,0.0,1.0,True
Pleasant Point Votng Dst,0.0,0.0,,False
Pleasant Ridge Plt.,0.0,0.0,,False
Poland,12.0,0.0,1.0,True
Portage Lake,1.0,0.0,1.0,True
Pownal,580.0,299.0,0.6598407281001137,True
Presque Isle,1217.0,2079.0,0.36923543689320387,False
Princeton,787.0,665.0,0.5420110192837465,True
Rangeley,0.0,0.0,,False
Rangeley Plt.,0.0,0.0,,False
Raymond,12.0,0.0,1.0,True
Readfield,9.0,0.0,1.0,True
Reed Plt.,0.0,0.0,,False
Robbinston,2.0,0.0,1.0,True
Rockland,30931.0,16146.0,0.6570299721732481,True
Rockport,2150.0,1008.0,0.6808106396453452,True
Rome,3.0,0.0,1.0,True
Roque Bluffs,1.0,0.0,1.0,True
Rumford,12.0,0.0,1.0,True
Sabattus,8.0,0.0,1.0,True
Saco,51.0,0.0,1.0,True
Saint Agatha,4.0,0.0,1.0,True
Sandy River Plt.,0.0,0.0,,False
Sanford,40.0,0.0,1.0,True
Sangerville,3.0,0.0,1.0,True
Scarborough,58.0,0.0,1.0,True
Searsmont,4.0,0.0,1.0,True
Searsport,7.0,0.0,1.0,True
Sebago,4.0,0.0,1.0,True
Sebec,1.0,0.0,1.0,True
Seboeis Plt.,1.0,0.0,1.0,True
Shapleigh,5.0,0.0,1.0,True
Shirley,1116.0,865.0,0.563351842503786,True
Sidney,10.0,0.0,1.0,True
Skowhegan,21.0,0.0,1.0,True
Smithfield,1886.0,1523.0,0.5532414197711939,True
Smyrna,1.0,0.0,1.0,True
Solon,3.0,0.0,1.0,True
Somerset Cty Townships,0.0,0.0,,False
Somerville,21262.0,2671.0,0.8883967743283333,True
Sorrento,0.0,0.0,,False
South Berwick,19.0,0.0,1.0,True
South Bristol,3.0,0.0,1.0,True
South Portland,96.0,0.0,1.0,True
South Thomaston,4.0,0.0,1.0,True
Southport,2.0,0.0,1.0,True
Southwest Harbor,6.0,0.0,1.0,True
Springfield,20441.0,5445.0,0.7896546395735147,True
St. Albans,1025.0,426.0,0.7064093728463129,True
St. Francis,0.0,0.0,,False
St. George,135.0,58.0,0.6994818652849741,True
St. John Plt.,0.0,0.0,,False
Stacyville,0.0,0.0,,False
Standish,20.0,0.0,1.0,True
Starks,2.0,0.0,1.0,True
Stetson,2.0,0.0,1.0,True
Stockholm,1.0,0.0,1.0,True
Stockton Springs,5.0,0.0,1.0,True
Stoneham,4563.0,3094.0,0.5959252971137521,True
Stow,1725.0,1038.0,0.6243213897937026,True
Strong,2.0,0.0,1.0,True
Sumner,6489.0,25913.0,0.2002654157150793,False
Surry,5575.0,10085.0,0.35600255427841637,False
Swan's Island,0.0,0.0,,False
Swanville,3.0,0.0,1.0,True
Sweden,1.0,0.0,1.0,True
Talmadge,0.0,0.0,,False
Temple,2.0,0.0,1.0,True
The Forks Plt.,0.0,0.0,,False
Thorndike,2.0,0.0,1.0,True
Topsfield,1284.0,1320.0,0.4930875576036866,False
Topsham,174.0,98.0,0.6397058823529411,True
Tremont,5.0,0.0,1.0,True
Trenton,3.0,0.0,1.0,True
Troy,211.0,106.0,0.6656151419558359,True
Unity,4.0,0.0,1.0,True
Upton,1458.0,1792.0,0.44861538461538464,False
Vanceboro,0.0,0.0,,False
Vassalboro,10.0,0.0,1.0,True
Veazie,6.0,0.0,1.0,True
Verona,0.0,0.0,,False
Vienna,2.0,0.0,1.0,True
Vinalhaven,4.0,0.0,1.0,True
Wade,1.0,0.0,1.0,True
Waite,0.0,0.0,,False
Waldo,0.0,0.0,,False
Waldoboro,11.0,0.0,1.0,True
Wales,244.0,234.0,0.5104602510460251,True
Wallagrass,2.0,0.0,1.0,True
Waltham,10539.0,4526.0,0.6995685363425158,True
Washburn,2480.0,3728.0,0.39948453608247425,False
Washington Cty Townships,0.0,0.0,,False
Waterboro,13.0,0.0,1.0,True
Waterville,164.0,67.0,0.70995670995671,True
Webster Plt.,0.0,0.0,,False
Wellington,1.0,0.0,1.0,True
Wesley,1.0,0.0,1.0,True
West Bath,6.0,0.0,1.0,True
West Forks Plt.,0.0,0.0,,False
West Gardiner,9.0,0.0,1.0,True
West Paris,4.0,0.0,1.0,True
Westfield,4991.0,4364.0,0.5335114911811866,True
Westmanland,1.0,0.0,1.0,True
Whitefield,6.0,0.0,1.0,True
Whiting,89.0,35.0,0.717741935483871,True
Whitneyville,1.0,0.0,1.0,True
Willimantic,1.0,0.0,1.0,True
Winslow,20.0,0.0,1.0,True
Winter Harbor,1.0,0.0,1.0,True
Winterport,8.0,0.0,1.0,True
Winterville Plt.,0.0,0.0,,False
Winthrop,3533.0,1793.0,0.6633496057078483,True
Wiscasset,8.0,0.0,1.0,True
Woodland,3.0,0.0,1.0,True
Woodville,0.0,0.0,,False
Woolwich,9.0,0.0,1.0,True
Yarmouth,4349.0,3648.0,0.543828935850944,True
York,55414.0,120791.0,0.31448596804857976,False
Allegany,6661.0,14133.0,0.32033278830431855,False
Anne Arundel,59787.0,55096.0,0.5204164236658165,True
Baltimore,119922.0,60778.0,0.6636524626452684,True
Baltimore City,119825.0,8382.0,0.9346213545282239,True
Calvert,8415.0,10498.0,0.4449320573150743,False
Caroline,4570.0,6851.0,0.4001400928114876,False
Cecil,6717.0,11540.0,0.367913676945829,False
Charles,21378.0,9993.0,0.6814573969589749,True
Dorchester,12547.0,25809.0,0.3271196162269267,False
Frederick,28990.0,41045.0,0.413935889198258,False
Garrett,1639.0,5925.0,0.21668429402432576,False
Harford,24277.0,34458.0,0.41333106325019153,False
Prince George's,151111.0,12289.0,0.9247919216646266,True
Queen Anne's,4101.0,7853.0,0.34306508281746695,False
Somerset,42990.0,40271.0,0.5163281728540373,True
St. Mary's,7966.0,11378.0,0.41180727874276263,False
Wicomico,8377.0,10456.0,0.4448043328200499,False
Worcester,29166.0,16324.0,0.6411519015168169,True
Abington,2511.0,2049.0,0.5506578947368421,True
Acushnet,1550.0,1107.0,0.5833646970267219,True
Agawam,3692.0,3345.0,0.5246553929231207,True
Alford,143.0,37.0,0.7944444444444444,True
Amesbury,3361.0,1935.0,0.634629909365559,True
Aquinnah,146.0,13.0,0.9182389937106918,True
Arlington,53145.0,25554.0,0.6752944764228263,True
Ashburnham,1069.0,717.0,0.5985442329227324,True
Ashby,586.0,518.0,0.5307971014492754,True
Ashfield,673.0,124.0,0.8444165621079046,True
Athol,1403.0,1034.0,0.5757078375051292,True
Attleboro,5392.0,4047.0,0.5712469541264964,True
Ayer,1321.0,870.0,0.6029210406207212,True
Barnstable,7752.0,6729.0,0.5353221462606174,True
Barre,2029.0,1385.0,0.5943175161101347,True
Becket,321.0,155.0,0.6743697478991597,True
Bedford,10845.0,33127.0,0.24663422177749478,False
Belchertown,2833.0,1568.0,0.6437173369688707,True
Bellingham,2251.0,1862.0,0.5472890833941162,True
Berkley,792.0,854.0,0.48116646415552855,False
Bernardston,519.0,253.0,0.6722797927461139,True
Beverly,8318.0,4386.0,0.6547544080604534,True
Billerica,6735.0,5517.0,0.5497061704211558,True
Blackstone,1128.0,945.0,0.5441389290882779,True
Blandford,195.0,196.0,0.49872122762148335,False
Boston,123526.0,21661.0,0.8508062016571731,True
Bourne,3068.0,2917.0,0.5126148705096073,True
Boxborough,1250.0,677.0,0.6486766995329528,True
Boxford,1410.0,1698.0,0.45366795366795365,False
Boylston,846.0,737.0,0.5344283006948831,True
Braintree,7503.0,4618.0,0.6190083326458213,True
Brewster,3900.0,2614.0,0.5987104697574455,True
Brimfield,474.0,607.0,0.43848288621646625,False
Brockton,12651.0,3996.0,0.7599567489637773,True
Brookline,13950.0,2696.0,0.8380391685690256,True
Buckland,512.0,138.0,0.7876923076923077,True
Carver,1588.0,1516.0,0.5115979381443299,True
Charlemont,306.0,123.0,0.7132867132867133,True
Chelmsford,6781.0,5099.0,0.5707912457912457,True
Chesterfield,37154.0,57960.0,0.3906259856593141,False
Chicopee,7718.0,4252.0,0.6447786131996658,True
Chilmark,382.0,69.0,0.8470066518847007,True
Clarksburg,268.0,123.0,0.6854219948849105,True
Cohasset,1505.0,1429.0,0.5129516019086571,True
Colrain,410.0,123.0,0.7692307692307693,True
Concord,5529.0,2319.0,0.7045107033639144,True
Cummington,291.0,67.0,0.8128491620111732,True
Dalton,1261.0,493.0,0.7189281641961232,True
Danvers,4684.0,3751.0,0.5553052756372259,True
Dartmouth,5037.0,2971.0,0.628996003996004,True
Deerfield,1528.0,480.0,0.7609561752988048,True
Dennis,3028.0,2337.0,0.564398881640261,True
Dighton,904.0,976.0,0.4808510638297872,False
Dover,1335.0,1258.0,0.5148476667952179,True
Dracut,4865.0,4615.0,0.5131856540084389,True
Dudley,1254.0,1233.0,0.5042219541616405,True
Dunstable,654.0,626.0,0.5109375,True
Duxbury,3087.0,2872.0,0.5180399395871791,True
East Bridgewater,1959.0,1920.0,0.5050270688321732,True
East Brookfield,306.0,348.0,0.46788990825688076,False
East Longmeadow,2189.0,2247.0,0.49346257889990985,False
Eastham,1394.0,689.0,0.6692270763322131,True
Easthampton,4263.0,1224.0,0.7769272826681246,True
Edgartown,1024.0,380.0,0.7293447293447294,True
Egremont,402.0,67.0,0.8571428571428571,True
Erving,316.0,120.0,0.7247706422018348,True
Everett,5156.0,1590.0,0.7643047731989328,True
Fairhaven,2801.0,1588.0,0.6381863750284803,True
Fall River,10839.0,4803.0,0.6929420790180284,True
Fitchburg,5052.0,3031.0,0.6250154645552394,True
Florida,141.0,81.0,0.6351351351351351,True
Foxborough,2873.0,2495.0,0.5352086438152012,True
Framingham,12229.0,4759.0,0.7198610784082882,True
Freetown,1268.0,1145.0,0.5254869457107335,True
Gardner,2919.0,1724.0,0.6286883480508292,True
Gill,477.0,132.0,0.7832512315270936,True
Gloucester,40782.0,24220.0,0.6273960801206117,True
Gosnold,14.0,21.0,0.4,False
Grafton,24192.0,18460.0,0.5671949732720623,True
Granville,7723.0,5269.0,0.5944427339901478,True
Great Barrington,1816.0,295.0,0.8602558029369967,True
Greenfield,4149.0,1126.0,0.7865402843601895,True
Groveland,1179.0,1194.0,0.4968394437420986,False
Hadley,1512.0,500.0,0.7514910536779325,True
Halifax,12140.0,7637.0,0.6138443646660262,True
Hanson,1883.0,2097.0,0.47311557788944725,False
Hardwick,1019.0,532.0,0.6569954867827208,True
Harvard,1607.0,810.0,0.6648738105088954,True
Harwich,2671.0,1879.0,0.587032967032967,True
Hatfield,956.0,299.0,0.7617529880478088,True
Haverhill,9936.0,6579.0,0.6016348773841962,True
Hawley,76.0,43.0,0.6386554621848739,True
Heath,181.0,95.0,0.6557971014492754,True
Hingham,4552.0,3820.0,0.5437171524128046,True
Holbrook,1832.0,1238.0,0.596742671009772,True
Holland,394.0,407.0,0.4918851435705368,False
Holliston,3106.0,1891.0,0.6215729437662597,True
Holyoke,6303.0,1775.0,0.7802673929190393,True
Hopedale,1073.0,759.0,0.5856986899563319,True
Hopkinton,3483.0,2771.0,0.5569235689158938,True
Hubbardston,728.0,747.0,0.4935593220338983,False
Hull,2412.0,1192.0,0.6692563817980022,True
Ipswich,3123.0,2007.0,0.6087719298245614,True
Kingston,2109.0,1863.0,0.5309667673716012,True
Lancaster,58278.0,124433.0,0.3189627334971622,False
Lanesborough,605.0,254.0,0.7043073341094296,True
Leicester,1893.0,1521.0,0.554481546572935,True
Lenox,1383.0,323.0,0.8106682297772567,True
Leominster,5439.0,4098.0,0.570305127398553,True
Leverett,795.0,105.0,0.8833333333333333,True
Lexington,24210.0,58088.0,0.29417482806386547,False
Leyden,256.0,71.0,0.7828746177370031,True
Longmeadow,2974.0,2223.0,0.5722532230132769,True
Lunenburg,2873.0,3107.0,0.48043478260869565,False
Lynn,11773.0,5110.0,0.6973286738138956,True
Lynnfield,1868.0,2407.0,0.4369590643274854,False
Malden,9002.0,2803.0,0.762558238034731,True
Marblehead,4873.0,2998.0,0.6191081184093508,True
Mashpee,2456.0,2186.0,0.5290822921154674,True
Mattapoisett,1342.0,1076.0,0.555004135649297,True
Maynard,2785.0,1078.0,0.7209422728449392,True
Medfield,2409.0,2149.0,0.5285212812637121,True
Melrose,6949.0,3418.0,0.6702999903540079,True
Mendon,1081.0,1125.0,0.4900271985494107,False
Merrimac,1256.0,1014.0,0.5533039647577093,True
Methuen,6928.0,5074.0,0.5772371271454757,True
Middleborough,3148.0,3315.0,0.4870803032647377,False
Middleton,1318.0,1494.0,0.46870554765291605,False
Millbury,1907.0,1562.0,0.5497261458633612,True
Millis,1699.0,1251.0,0.5759322033898305,True
Millville,360.0,355.0,0.5034965034965035,True
Milton,8824.0,3944.0,0.6911027568922306,True
Montague,2549.0,5094.0,0.3335077849012168,False
Mount Washington,52.0,10.0,0.8387096774193549,True
Nahant,970.0,468.0,0.674547983310153,True
Nantucket,2040.0,936.0,0.6854838709677419,True
Natick,8274.0,3641.0,0.6944187998321444,True
Needham,7632.0,3590.0,0.6800926751024773,True
New Ashford,59.0,27.0,0.686046511627907,True
New Bedford,12266.0,3487.0,0.7786453373960516,True
New Braintree,164.0,154.0,0.5157232704402516,True
New Marlborough,355.0,97.0,0.7853982300884956,True
New Salem,267.0,109.0,0.7101063829787234,True
Newbury,1986.0,1279.0,0.6082695252679938,True
Newburyport,4613.0,2157.0,0.6813884785819794,True
North Adams,2307.0,553.0,0.8066433566433566,True
North Andover,4530.0,4300.0,0.5130237825594564,True
North Attleborough,3735.0,3635.0,0.5067842605156038,True
North Brookfield,688.0,712.0,0.49142857142857144,False
North Reading,2544.0,2551.0,0.4993130520117762,False
Northampton,50258.0,34535.0,0.5927140212045806,True
Northborough,2974.0,2210.0,0.5736882716049383,True
Northbridge,1883.0,2018.0,0.48269674442450655,False
Norton,2797.0,2605.0,0.5177711958533876,True
Norwell,1861.0,1881.0,0.497327632282202,False
Norwood,5703.0,3352.0,0.629817780231916,True
Oak Bluffs,1223.0,387.0,0.7596273291925466,True
Oakham,329.0,349.0,0.48525073746312686,False
Palmer,1647.0,1266.0,0.5653964984552008,True
Paxton,758.0,746.0,0.5039893617021277,True
Peabody,9680.0,6670.0,0.5920489296636086,True
Pelham,577.0,75.0,0.8849693251533742,True
Pepperell,2001.0,1946.0,0.506967316949582,True
Petersham,348.0,193.0,0.6432532347504621,True
Phillipston,284.0,224.0,0.5590551181102362,True
Plympton,519.0,524.0,0.49760306807286675,False
Provincetown,1373.0,91.0,0.9378415300546448,True
Quincy,16152.0,6616.0,0.7094167252283907,True
Raynham,1751.0,1823.0,0.48992725237828766,False
Reading,5498.0,3863.0,0.5873304134173699,True
Rehoboth,1337.0,1547.0,0.46359223300970875,False
Revere,6840.0,3047.0,0.6918175381814504,True
Rochester,1157.0,1041.0,0.5263876251137397,True
Rowe,101.0,47.0,0.6824324324324325,True
Rowley,1135.0,1211.0,0.4838022165387894,False
Royalston,230.0,150.0,0.6052631578947368,True
Rutland,4096.0,3157.0,0.5647318351027161,True
Sandisfield,188.0,60.0,0.7580645161290323,True
Sandwich,3915.0,3618.0,0.5197132616487455,True
Saugus,4306.0,3587.0,0.545546686937793,True
Savoy,105.0,61.0,0.6325301204819277,True
Scituate,4810.0,4158.0,0.5363514719000892,True
Seekonk,1598.0,1415.0,0.5303684035844674,True
Sheffield,753.0,269.0,0.7367906066536204,True
Shelburne,2758.0,1060.0,0.7223677317967522,True
Sherborn,1067.0,708.0,0.6011267605633803,True
Shrewsbury,6354.0,4489.0,0.5860001844507977,True
Shutesbury,798.0,81.0,0.9078498293515358,True
South Hadley,3315.0,1739.0,0.6559161060546103,True
Southampton,2674.0,3111.0,0.46222990492653415,False
Southborough,1972.0,1507.0,0.5668295487208969,True
Southbridge,1940.0,1088.0,0.6406869220607662,True
Southwick,1096.0,1494.0,0.42316602316602314,False
Stockbridge,778.0,212.0,0.7858585858585858,True
Stoughton,5071.0,2655.0,0.6563551643800155,True
Sturbridge,1497.0,1363.0,0.5234265734265734,True
Sudbury,4256.0,2243.0,0.6548699799969226,True
Sunderland,1090.0,344.0,0.7601115760111576,True
Sutton,1553.0,2531.0,0.3802644466209598,False
Swampscott,3525.0,1745.0,0.6688804554079696,True
Swansea,2158.0,1595.0,0.5750066613375966,True
Taunton,7135.0,4012.0,0.6400825334170629,True
Templeton,1042.0,922.0,0.5305498981670062,True
Tewksbury,5042.0,4388.0,0.5346765641569459,True
Tisbury,1219.0,283.0,0.8115845539280959,True
Townsend,1329.0,1389.0,0.488962472406181,False
Truro,711.0,191.0,0.7882483370288248,True
Tyngsborough,1922.0,2092.0,0.47882411559541604,False
Tyringham,127.0,44.0,0.7426900584795322,True
Uxbridge,1847.0,1683.0,0.523229461756374,True
Wakefield,5274.0,3721.0,0.5863257365202891,True
Walpole,4216.0,3870.0,0.5213950037101163,True
Wareham,3206.0,2381.0,0.5738321102559513,True
Warwick,10082.0,6408.0,0.6114008489993936,True
Wayland,3538.0,1568.0,0.6929103016059538,True
Wellesley,5821.0,3520.0,0.6231666845091532,True
Wellfleet,1068.0,249.0,0.8109339407744874,True
Wendell,372.0,42.0,0.8985507246376812,True
Wenham,734.0,766.0,0.48933333333333334,False
West Boylston,1429.0,1162.0,0.5515245079120031,True
West Bridgewater,1070.0,1155.0,0.48089887640449436,False
West Brookfield,599.0,511.0,0.5396396396396397,True
West Newbury,973.0,778.0,0.555682467161622,True
West Springfield,3293.0,2576.0,0.5610836599079911,True
West Stockbridge,465.0,91.0,0.8363309352517986,True
West Tisbury,1113.0,214.0,0.838733986435569,True
Westborough,3169.0,2066.0,0.6053486150907355,True
Westford,5126.0,4022.0,0.560341058154788,True
Westhampton,409.0,243.0,0.6273006134969326,True
Westminster,2200.0,1316.0,0.6257110352673493,True
Westwood,3224.0,2460.0,0.5672061928219564,True
Weymouth,10637.0,6575.0,0.6179990704159889,True
Whately,464.0,184.0,0.7160493827160493,True
Whitman,2550.0,4685.0,0.3524533517622668,False
Wilbraham,2204.0,2212.0,0.4990942028985507,False
Williamsburg,8522.0,4477.0,0.6555888914531887,True
Williamstown,2692.0,744.0,0.7834691501746216,True
Wilmington,4492.0,3688.0,0.5491442542787286,True
Winchendon,1133.0,1013.0,0.5279589934762349,True
Woburn,7297.0,4678.0,0.6093528183716075,True
Worthington,349.0,126.0,0.7347368421052631,True
Wrentham,1655.0,1761.0,0.4844847775175644,False
Alcona,918.0,2049.0,0.30940343781597573,False
Alger,1006.0,1215.0,0.4529491220171094,False
Allegan,9034.0,19474.0,0.31689350357794305,False
Alpena,2449.0,4113.0,0.37320938738189574,False
Antrim,2358.0,4619.0,0.3379676078543787,False
Arenac,1258.0,2119.0,0.3725199881551673,False
Baraga,641.0,1000.0,0.39061547836684946,False
Barry,6484.0,16867.0,0.2776754742837566,False
Benzie,2503.0,2998.0,0.45500818033084894,False
Branch,2256.0,5716.0,0.28299046663321625,False
Charlevoix,2774.0,4731.0,0.369620253164557,False
Cheboygan,2328.0,4340.0,0.34913017396520696,False
Chippewa,12154.0,17083.0,0.4157061257995006,False
Clare,2329.0,4026.0,0.36648308418568054,False
Eaton,12567.0,14933.0,0.45698181818181816,False
Genesee,62202.0,43821.0,0.5866840213915848,True
Gladwin,2068.0,3670.0,0.36040432206343676,False
Gogebic,1468.0,1650.0,0.4708146247594612,False
Grand Traverse,12231.0,16263.0,0.42924826279216677,False
Gratiot,2997.0,4620.0,0.39346199291059475,False
Hillsdale,2357.0,7023.0,0.25127931769722817,False
Houghton,3148.0,4237.0,0.42626946513202435,False
Huron,6177.0,14666.0,0.29635848966079736,False
Ingham,41196.0,25887.0,0.6141049148070301,True
Ionia,4303.0,7774.0,0.356297093649085,False
Iosco,2279.0,3583.0,0.38877516206073015,False
Iron,3609.0,8370.0,0.3012772351615327,False
Isabella,6056.0,5899.0,0.5065662902551233,True
Kalamazoo,32739.0,30432.0,0.5182599610580805,True
Kalkaska,1577.0,3302.0,0.3232219717155155,False
Keweenaw,316.0,415.0,0.4322845417236662,False
Lapeer,7969.0,15439.0,0.3404391660970608,False
Leelanau,3818.0,4566.0,0.4553912213740458,False
Lenawee,7711.0,13812.0,0.3582678994563955,False
Luce,458.0,869.0,0.34513941220798794,False
Mackinac,1133.0,1883.0,0.3756631299734748,False
Macomb,93839.0,118220.0,0.4425136400718668,False
Manistee,2766.0,3567.0,0.43675982946470865,False
Marquette,11032.0,10774.0,0.5059158029900027,True
Mecosta,2940.0,5357.0,0.35434494395564664,False
Menominee,2199.0,2874.0,0.43347131874630396,False
Midland,10068.0,33848.0,0.22925585208124602,False
Missaukee,990.0,2899.0,0.2545641553098483,False
Montcalm,4443.0,8160.0,0.3525351106879314,False
Montmorency,775.0,1929.0,0.28661242603550297,False
Muskegon,18282.0,17816.0,0.5064546512272148,True
Newaygo,3429.0,8252.0,0.29355363410666896,False
Oceana,2028.0,4292.0,0.3208860759493671,False
Ogemaw,1788.0,3023.0,0.37164830596549575,False
Ontonagon,689.0,1026.0,0.40174927113702624,False
Oscoda,588.0,1411.0,0.2941470735367684,False
Otsego,6454.0,9064.0,0.415904111354556,False
Ottawa,28808.0,66498.0,0.30226848257192623,False
Roscommon,2350.0,4140.0,0.362095531587057,False
Saginaw,21967.0,22113.0,0.4983439201451906,False
Sanilac,2645.0,6842.0,0.27880257194055025,False
Schoolcraft,657.0,1066.0,0.3813116656993616,False
Shiawassee,7483.0,9338.0,0.44486059092800667,False
Tuscola,4516.0,8344.0,0.35116640746500777,False
Washtenaw,68085.0,35524.0,0.657134032757772,True
Wexford,2702.0,5554.0,0.32727713178294576,False
Alcorn,1111.0,5639.0,0.1645925925925926,False
Amite,1339.0,2225.0,0.37570145903479235,False
Attala,1714.0,2581.0,0.3990686845168801,False
Bolivar,3522.0,2534.0,0.5815719947159842,True
Coahoma,2743.0,1084.0,0.7167494120721192,True
Copiah,3784.0,3596.0,0.5127371273712737,True
Forrest,5031.0,9594.0,0.344,False
George,471.0,4547.0,0.09386209645277002,False
Grenada,1879.0,3030.0,0.38276634752495414,False
Hinds,37109.0,17226.0,0.6829667801601178,True
Humphreys,4097.0,2983.0,0.5786723163841808,True
Issaquena,195.0,165.0,0.5416666666666666,True
Itawamba,528.0,4086.0,0.11443433029908973,False
Kemper,1114.0,907.0,0.5512122711528946,True
Leake,1874.0,2672.0,0.41223053233611967,False
Leflore,2313.0,1559.0,0.5973657024793388,True
Neshoba,1177.0,4333.0,0.21361161524500907,False
Noxubee,1531.0,586.0,0.7231931979215872,True
Oktibbeha,3128.0,4763.0,0.3964009631225447,False
Panola,4229.0,9257.0,0.3135844579563992,False
Pearl River,1326.0,8864.0,0.13012757605495584,False
Pontotoc,4582.0,8569.0,0.34841456923427877,False
Prentiss,932.0,3321.0,0.2191394309898895,False
Rankin,6045.0,28680.0,0.17408207343412527,False
Sharkey,702.0,402.0,0.6358695652173914,True
Smith,9502.0,45050.0,0.17418243144156034,False
Sunflower,2631.0,1437.0,0.6467551622418879,True
Tallahatchie,1507.0,1187.0,0.5593912397921307,True
Tate,1677.0,4191.0,0.28578732106339466,False
Tippah,747.0,3898.0,0.16081808396124866,False
Tishomingo,558.0,3457.0,0.13897882938978828,False
Tunica,1124.0,263.0,0.8103821196827685,True
Walthall,1243.0,1948.0,0.3895330617361329,False
Yalobusha,1429.0,1827.0,0.43888206388206386,False
Yazoo,2406.0,2710.0,0.4702892885066458,False
Andrew,1226.0,3372.0,0.26663766855154414,False
Atchison,314.0,1070.0,0.22687861271676302,False
Audrain,1477.0,3905.0,0.2744332961724266,False
Barton,762.0,3036.0,0.20063191153238547,False
Bates,1150.0,2728.0,0.29654461062403303,False
Bollinger,445.0,2622.0,0.14509292468209978,False
Callaway,3056.0,7352.0,0.29362029208301305,False
Cape Girardeau,4411.0,15408.0,0.22256420606488722,False
Chariton,595.0,1372.0,0.302491103202847,False
Cole,6101.0,14364.0,0.2981187393110188,False
Dent,776.0,3193.0,0.19551524313429075,False
Dunklin,1172.0,3110.0,0.27370387669313406,False
Gasconade,908.0,3049.0,0.22946676775334848,False
Gentry,347.0,1025.0,0.2529154518950437,False
Hickory,133.0,524.0,0.2024353120243531,False
Holt,292.0,2758.0,0.09573770491803278,False
Howell,2042.0,8218.0,0.1990253411306043,False
LaClede,1664.0,7485.0,0.1818778008525522,False
Maries,596.0,1855.0,0.24316605467156263,False
McDonald,749.0,3473.0,0.17740407389862625,False
Moniteau,749.0,2877.0,0.20656370656370657,False
New Madrid,1051.0,2453.0,0.2999429223744292,False
Nodaway,1447.0,3275.0,0.30643795002117746,False
Oregon,590.0,1771.0,0.24989411266412537,False
Osage,5357.0,8171.0,0.39599349497338854,False
Ozark,510.0,2123.0,0.19369540448157996,False
Pemiscot,852.0,1957.0,0.30331078675685297,False
Pettis,2774.0,7128.0,0.280145425166633,False
Phelps,2956.0,8811.0,0.2512110138522988,False
Platte,10026.0,18587.0,0.35040016775591515,False
Ralls,726.0,2006.0,0.2657393850658858,False
Ray,1910.0,3440.0,0.35700934579439253,False
Reynolds,458.0,1085.0,0.2968243681140635,False
Shannon,608.0,1468.0,0.2928709055876686,False
St. Francois,4206.0,8339.0,0.3352730171383021,False
St. Louis City,62206.0,13425.0,0.8224934220094935,True
St. Louis County,160507.0,131291.0,0.5500620292119891,True
Ste. Genevieve,1640.0,2377.0,0.40826487428429176,False
Stoddard,1163.0,5700.0,0.16945942007868278,False
Taney,2572.0,10456.0,0.197420939514891,False
Texas,1929.0,7617.0,0.20207416719044627,False
Beaverhead,559.0,2038.0,0.21524836349634194,False
Big Horn,1111.0,1244.0,0.47176220806794056,False
Broadwater,444.0,1198.0,0.27040194884287455,False
Carbon,8420.0,10837.0,0.43724359972996835,False
Cascade,8514.0,9748.0,0.46621399627642096,False
Chouteau,457.0,1053.0,0.30264900662251654,False
Daniels,109.0,407.0,0.21124031007751937,False
Deer Lodge,1771.0,840.0,0.67828418230563,True
Fallon,55.0,862.0,0.05997818974918211,False
Fergus,770.0,2431.0,0.24054982817869416,False
Flathead,7010.0,12702.0,0.35562094155844154,False
Glacier,2002.0,488.0,0.8040160642570281,True
Golden Valley,56.0,241.0,0.18855218855218855,False
Granite,352.0,592.0,0.3728813559322034,False
Hill,2755.0,10015.0,0.2157400156617071,False
Judith Basin,138.0,525.0,0.2081447963800905,False
Lewis and Clark,10814.0,7823.0,0.5802436014379997,True
McCone,123.0,464.0,0.20954003407155025,False
